"UNITID","Institution_type","State"
"149499","Private, for-profit","IL"
"149505","Private, nonprofit","IL"
"149514","Private, nonprofit","IL"
"149532","Public","IL"
"149550","Private, for-profit","IL"
"149639","Private, nonprofit","IL"
"149727","Public","IL"
"149763","Private, nonprofit","IL"
"149772","Public","IL"
"149781","Private, nonprofit","IL"
"149842","Public","IL"
"150048","Private, nonprofit","IN"
"150066","Private, nonprofit","IN"
"150136","Public","IN"
"150145","Private, nonprofit","IN"
"150163","Private, nonprofit","IN"
"150172","Private, nonprofit","IN"
"150215","Private, nonprofit","IN"
"150251","Private, for-profit","IN"
"150288","Private, nonprofit","IN"
"150303","Private, for-profit","IN"
"150400","Private, nonprofit","IN"
"150428","Private, for-profit","IN"
"150455","Private, nonprofit","IN"
"150534","Private, nonprofit","IN"
"150604","Private, nonprofit","IN"
"150668","Private, nonprofit","IN"
"150677","Private, nonprofit","IN"
"150756","Private, nonprofit","IN"
"150765","Private, for-profit","IN"
"150774","Private, nonprofit","IN"
"150853","Private, for-profit","IN"
"150941","Private, nonprofit","IN"
"150987","Public","IN"
"151102","Public","IN"
"151111","Public","IN"
"151263","Private, nonprofit","IN"
"151290","Private, nonprofit","IN"
"151306","Public","IN"
"151324","Public","IN"
"151333","Public","IN"
"151342","Public","IN"
"151351","Public","IN"
"151360","Public","IN"
"151379","Public","IN"
"151388","Public","IN"
"151467","Private, for-profit","IN"
"151564","Private, for-profit","IN"
"151607","Private, for-profit","IN"
"151652","Private, for-profit","IN"
"151661","Private, for-profit","IN"
"151777","Private, nonprofit","IN"
"151786","Private, nonprofit","IN"
"151801","Private, nonprofit","IN"
"151810","Private, nonprofit","IN"
"151865","Private, nonprofit","IN"
"151962","Private, nonprofit","IN"
"152044","Private, for-profit","MI"
"152080","Private, nonprofit","IN"
"152099","Private, nonprofit","IN"
"152150","Private, for-profit","IN"
"152275","Private, for-profit","IN"
"152309","Private, for-profit","IN"
"152318","Private, nonprofit","IN"
"152336","Private, nonprofit","IN"
"152381","Private, nonprofit","IN"
"152390","Private, nonprofit","IN"
"152451","Private, nonprofit","IN"
"152497","Private, nonprofit","IN"
"152530","Private, nonprofit","IN"
"152567","Private, nonprofit","IN"
"152600","Private, nonprofit","IN"
"152628","Private, for-profit","IN"
"152637","Public","IN"
"152673","Private, nonprofit","IN"
"152798","Private, nonprofit","IA"
"152992","Private, nonprofit","IA"
"153001","Private, nonprofit","IA"
"153074","Private, for-profit","IA"
"153083","Private, for-profit","IA"
"153108","Private, nonprofit","IA"
"153126","Private, nonprofit","IA"
"153144","Private, nonprofit","IA"
"153162","Private, nonprofit","IA"
"153214","Public","IA"
"153241","Private, nonprofit","IA"
"153250","Private, nonprofit","IA"
"153269","Private, nonprofit","IA"
"153278","Private, nonprofit","IA"
"153296","Public","IA"
"153302","Private, nonprofit","IA"
"153311","Public","IA"
"153320","Private, nonprofit","IA"
"153366","Private, nonprofit","IA"
"153375","Private, nonprofit","IA"
"153384","Private, nonprofit","IA"
"153427","Private, for-profit","IA"
"153445","Public","IA"
"153463","Private, for-profit","IA"
"153472","Public","IA"
"153524","Public","IA"
"153533","Public","IA"
"153542","Private, nonprofit","IA"
"153597","Private, for-profit","IA"
"153603","Public","IA"
"153621","Private, nonprofit","IA"
"153630","Public","IA"
"153658","Public","IA"
"153737","Public","IA"
"153746","Private, for-profit","IA"
"153764","Private, for-profit","IA"
"153773","Private, for-profit","IA"
"153782","Private, for-profit","IA"
"153825","Private, nonprofit","IA"
"153834","Private, nonprofit","IA"
"153861","Private, nonprofit","IA"
"153922","Public","IA"
"153977","Private, nonprofit","IA"
"154004","Private, nonprofit","IA"
"154013","Private, nonprofit","IA"
"154022","Private, for-profit","CA"
"154059","Public","IA"
"154095","Public","IA"
"154101","Private, nonprofit","IA"
"154110","Public","IA"
"154129","Public","IA"
"154156","Private, nonprofit","IA"
"154165","Private, for-profit","IA"
"154174","Private, nonprofit","IA"
"154208","Private, for-profit","IA"
"154235","Private, nonprofit","IA"
"154262","Private, nonprofit","IA"
"154332","Private, for-profit","IA"
"154350","Private, nonprofit","IA"
"154378","Public","IA"
"154396","Public","IA"
"154448","Private, for-profit","IA"
"154457","Private, for-profit","IA"
"154466","Private, for-profit","IA"
"154493","Private, nonprofit","IA"
"154518","Private, for-profit","IA"
"154527","Private, nonprofit","IA"
"154536","Private, nonprofit","IA"
"154545","Private, for-profit","IA"
"154572","Public","IA"
"154590","Private, nonprofit","IA"
"154642","Public","KS"
"154688","Private, nonprofit","KS"
"154697","Public","KS"
"154712","Private, nonprofit","KS"
"154721","Private, nonprofit","KS"
"154749","Private, nonprofit","KS"
"154800","Public","KS"
"154855","Private, nonprofit","KS"
"154907","Public","KS"
"154925","Public","KS"
"154934","Public","KS"
"154952","Public","KS"
"154998","Public","KS"
"155007","Private, nonprofit","KS"
"155025","Public","KS"
"155052","Public","KS"
"155061","Public","KS"
"155070","Private, nonprofit","KS"
"155089","Private, nonprofit","KS"
"155098","Public","KS"
"155104","Public","KS"
"155140","Public","KS"
"155159","Private, for-profit","KS"
"155177","Private, nonprofit","KS"
"155186","Public","KS"
"155195","Public","KS"
"155201","Public","KS"
"155210","Public","KS"
"155283","Private, for-profit","MO"
"155292","Public","KS"
"155308","Private, nonprofit","KS"
"155317","Public","KS"
"155335","Private, nonprofit","KS"
"155353","Private, for-profit","KS"
"155399","Public","KS"
"155414","Private, nonprofit","KS"
"155423","Public","KS"
"155450","Public","KS"
"155487","Public","KS"
"155496","Private, nonprofit","KS"
"155511","Private, nonprofit","KS"
"155520","Private, nonprofit","KS"
"155566","Public","KS"
"155593","Public","KS"
"155618","Public","KS"
"155627","Private, nonprofit","KS"
"155636","Private, nonprofit","KS"
"155681","Public","KS"
"155715","Public","KS"
"155812","Private, nonprofit","KS"
"155830","Public","KS"
"155858","Public","KS"
"155900","Private, nonprofit","KS"
"155937","Private, nonprofit","KS"
"155973","Private, nonprofit","KS"
"156082","Public","KS"
"156107","Public","KS"
"156125","Public","KS"
"156134","Private, for-profit","KS"
"156189","Private, nonprofit","KY"
"156213","Private, nonprofit","KY"
"156222","Private, nonprofit","KY"
"156231","Public","KY"
"156277","Private, for-profit","KY"
"156286","Private, nonprofit","KY"
"156295","Private, nonprofit","KY"
"156310","Private, for-profit","KY"
"156338","Public","KY"
"156356","Private, nonprofit","KY"
"156365","Private, nonprofit","KY"
"156392","Public","KY"
"156408","Private, nonprofit","KY"
"156417","Private, nonprofit","KY"
"156426","Private, for-profit","KY"
"156471","Private, for-profit","KY"
"156541","Private, nonprofit","KY"
"156620","Public","KY"
"156648","Public","KY"
"156727","Private, nonprofit","KY"
"156745","Private, nonprofit","KY"
"156754","Private, for-profit","KY"
"156790","Public","KY"
"156842","Private, for-profit","KY"
"156851","Public","KY"
"156860","Public","KY"
"156921","Public","KY"
"156967","Private, for-profit","KY"
"157021","Private, for-profit","KY"
"157030","Private, nonprofit","KY"
"157058","Public","KY"
"157076","Private, nonprofit","KY"
"157085","Public","KY"
"157100","Private, nonprofit","KY"
"157207","Private, nonprofit","KY"
"157216","Private, nonprofit","KY"
"157289","Public","KY"
"157298","Private, nonprofit","KY"
"157304","Public","KY"
"157331","Public","KY"
"157377","Private, nonprofit","KY"
"157386","Public","KY"
"157401","Public","KY"
"157438","Public","KY"
"157447","Public","KY"
"157483","Public","KY"
"157535","Private, nonprofit","KY"
"157553","Public","KY"
"157614","Private, for-profit","KY"
"157650","Private, for-profit","KY"
"157669","Private, for-profit","KY"
"157678","Private, for-profit","KY"
"157711","Public","KY"
"157739","Public","KY"
"157748","Private, nonprofit","KY"
"157757","Private, nonprofit","KY"
"157793","Private, for-profit","KY"
"157809","Private, nonprofit","KY"
"157818","Private, nonprofit","KY"
"157863","Private, nonprofit","KY"
"157951","Public","KY"
"158088","Public","LA"
"158246","Private, for-profit","LA"
"158325","Private, nonprofit","LA"
"158343","Private, for-profit","LA"
"158431","Public","LA"
"158477","Private, nonprofit","LA"
"158538","Private, for-profit","LA"
"158617","Private, for-profit","LA"
"158662","Public","LA"
"158778","Private, for-profit","LA"
"158787","Private, for-profit","LA"
"158802","Private, nonprofit","LA"
"158884","Public","LA"
"159009","Public","LA"
"159027","Private, for-profit","LA"
"159197","Private, for-profit","LA"
"159328","Private, for-profit","LA"
"159373","Public","LA"
"159382","Public","LA"
"159391","Public","LA"
"159407","Public","LA"
"159416","Public","LA"
"159513","Private, for-profit","LA"
"159522","Private, for-profit","LA"
"159531","Private, for-profit","LA"
"159568","Private, nonprofit","LA"
"159601","Private, for-profit","LA"
"159647","Public","LA"
"159656","Private, nonprofit","LA"
"159717","Public","LA"
"159939","Public","LA"
"159948","Private, nonprofit","LA"
"159966","Public","LA"
"159993","Public","LA"
"160010","Public","LA"
"160038","Public","LA"
"160065","Private, nonprofit","LA"
"160074","Private, nonprofit","LA"
"160117","Private, for-profit","LA"
"160126","Private, for-profit","LA"
"160199","Private, for-profit","LA"
"160320","Private, for-profit","LA"
"160409","Private, nonprofit","LA"
"160472","Private, for-profit","LA"
"160481","Public","LA"
"160524","Private, nonprofit","LA"
"160579","Public","LA"
"160597","Private, for-profit","LA"
"160612","Public","LA"
"160621","Public","LA"
"160630","Public","LA"
"160649","Public","LA"
"160658","Public","LA"
"160667","Public","LA"
"160755","Private, nonprofit","LA"
"160904","Private, nonprofit","LA"
"160959","Private, nonprofit","ME"
"160977","Private, nonprofit","ME"
"160995","Private, for-profit","ME"
"161004","Private, nonprofit","ME"
"161022","Private, nonprofit","ME"
"161077","Public","ME"
"161086","Private, nonprofit","ME"
"161138","Public","ME"
"161192","Public","ME"
"161208","Private, nonprofit","ME"
"161217","Public","ME"
"161226","Public","ME"
"161235","Public","ME"
"161244","Public","ME"
"161253","Public","ME"
"161299","Public","ME"
"161341","Public","ME"
"161457","Private, nonprofit","ME"
"161484","Public","ME"
"161493","Private, for-profit","ME"
"161509","Private, nonprofit","ME"
"161518","Private, nonprofit","ME"
"161527","Private, for-profit","ME"
"161545","Public","ME"
"161554","Public","ME"
"161563","Private, nonprofit","ME"
"161572","Private, nonprofit","ME"
"161581","Public","ME"
"161688","Public","MD"
"161767","Public","MD"
"161800","Private, for-profit","MD"
"161855","Private, for-profit","MD"
"161864","Public","MD"
"161873","Public","MD"
"162007","Public","MD"
"162061","Private, nonprofit","MD"
"162104","Public","MD"
"162122","Public","MD"
"162168","Public","MD"
"162210","Private, nonprofit","MD"
"162283","Public","MD"
"162335","Private, for-profit","MD"
"162371","Private, for-profit","MD"
"162557","Public","MD"
"162584","Public","MD"
"162609","Public","MD"
"162654","Private, nonprofit","MD"
"162690","Public","MD"
"162706","Public","MD"
"162760","Private, nonprofit","MD"
"162779","Public","MD"
"162830","Private, for-profit","MD"
"162928","Private, nonprofit","MD"
"163028","Private, for-profit","MD"
"163046","Private, nonprofit","MD"
"163204","Public","MD"
"163259","Public","MD"
"163268","Public","MD"
"163286","Public","MD"
"163295","Private, nonprofit","MD"
"163338","Public","MD"
"163347","Private, for-profit","MD"
"163408","Private, for-profit","MD"
"163426","Public","MD"
"163453","Public","MD"
"163462","Private, nonprofit","MD"
"163532","Private, nonprofit","MD"
"163541","Private, for-profit","MD"
"163578","Private, nonprofit","MD"
"163657","Public","MD"
"163754","Private, for-profit","MD"
"163815","Private, for-profit","MD"
"163851","Public","MD"
"163912","Public","MD"
"163976","Private, nonprofit","MD"
"164076","Public","MD"
"164085","Private, nonprofit","MD"
"164155","Public","MD"
"164173","Private, nonprofit","MD"
"164216","Private, nonprofit","MD"
"164270","Private, nonprofit","MD"
"164313","Public","MD"
"164368","Private, nonprofit","MA"
"164447","Private, nonprofit","MA"
"164465","Private, nonprofit","MA"
"164492","Private, nonprofit","MA"
"164535","Public","MA"
"164562","Private, nonprofit","MA"
"164580","Private, nonprofit","MA"
"164599","Private, for-profit","MA"
"164614","Private, nonprofit","MA"
"164632","Private, nonprofit","MA"
"164641","Private, for-profit","MA"
"164720","Private, nonprofit","MA"
"164739","Private, nonprofit","MA"
"164748","Private, nonprofit","MA"
"164775","Public","MA"
"164845","Private, for-profit","MA"
"164872","Private, nonprofit","MA"
"164915","Private, nonprofit","MA"
"164924","Private, nonprofit","MA"
"164988","Private, nonprofit","MA"
"165015","Private, nonprofit","MA"
"165024","Public","MA"
"165033","Public","MA"
"165060","Private, nonprofit","MA"
"165112","Public","MA"
"165167","Private, nonprofit","MA"
"165194","Public","MA"
"165255","Private, for-profit","MA"
"165264","Private, nonprofit","MA"
"165334","Private, nonprofit","MA"
"165495","Private, nonprofit","MA"
"165529","Private, nonprofit","MA"
"165556","Private, for-profit","MA"
"165574","Private, nonprofit","MA"
"165608","Public","MA"
"165635","Private, for-profit","MA"
"165644","Private, nonprofit","MA"
"165662","Private, nonprofit","MA"
"165671","Private, nonprofit","MA"
"165699","Private, nonprofit","MA"
"165750","Private, for-profit","MA"
"165802","Private, nonprofit","MA"
"165820","Public","MA"
"165866","Public","MA"
"165884","Private, nonprofit","MA"
"165936","Private, nonprofit","MA"
"165945","Private, nonprofit","MA"
"165981","Public","MA"
"166018","Private, nonprofit","MA"
"166027","Private, nonprofit","MA"
"166045","Private, nonprofit","MA"
"166054","Private, nonprofit","MA"
"166124","Private, nonprofit","MA"
"166133","Public","MA"
"166391","Private, nonprofit","MA"
"166407","Private, nonprofit","MA"
"166452","Private, nonprofit","MA"
"166489","Private, nonprofit","MA"
"166498","Private, for-profit","MA"
"166513","Public","MA"
"166629","Public","MA"
"166638","Public","MA"
"166647","Public","MA"
"166656","Private, nonprofit","MA"
"166674","Public","MA"
"166683","Private, nonprofit","MA"
"166692","Public","MA"
"166708","Public","MA"
"166717","Private, nonprofit","MA"
"166805","Private, for-profit","MA"
"166823","Public","MA"
"166850","Private, nonprofit","MA"
"166869","Private, nonprofit","MA"
"166887","Public","MA"
"166911","Private, nonprofit","MA"
"166939","Private, nonprofit","MA"
"166957","Public","MA"
"167039","Private, for-profit","MA"
"167057","Private, nonprofit","MA"
"167093","Private, nonprofit","MA"
"167215","Private, nonprofit","MA"
"167260","Private, nonprofit","MA"
"167288","Public","MA"
"167297","Private, nonprofit","MA"
"167312","Public","MA"
"167358","Private, nonprofit","MA"
"167376","Public","MA"
"167394","Private, nonprofit","MA"
"167455","Private, nonprofit","MA"
"167464","Private, nonprofit","MA"
"167525","Public","MA"
"167534","Public","MA"
"167598","Private, nonprofit","MA"
"167631","Public","MA"
"167677","Private, nonprofit","MA"
"167729","Public","MA"
"167783","Private, nonprofit","MA"
"167792","Private, nonprofit","MA"
"167835","Private, nonprofit","MA"
"167871","Public","MA"
"167899","Private, nonprofit","MA"
"167905","Public","MA"
"167987","Public","MA"
